Mots,Partie,Chapitre,Paragraphe,Phrase
qu'ils,2,3,57,4
auraient,2,3,57,4
torché,2,3,57,4
les,2,3,57,4
chefs,2,3,57,4
pour,2,3,57,4
les,2,3,57,4
entendre,2,3,57,4
seulement,2,3,57,4
dire,2,3,57,4
merci,2,3,57,4
Et,2,3,57,5
elles,2,3,57,5
ne,2,3,57,5
furent,2,3,57,5
interrompues,2,3,57,5
que,2,3,57,5
par,2,3,57,5
l'arrivée,2,3,57,5
d'une,2,3,57,5
voisine,2,3,57,5
qui,2,3,57,5
rapportait,2,3,57,5
une,2,3,57,5
mioche,2,3,57,5
de,2,3,57,5
neuf,2,3,57,5
mois,2,3,57,5
Désirée,2,3,57,5
la,2,3,57,5
dernière,2,3,57,5
de,2,3,57,5
Philomène,2,3,57,5
celle-ci,2,3,57,5
déjeunant,2,3,57,5
au,2,3,57,5
criblage,2,3,57,5
s'entendait,2,3,57,5
pour,2,3,57,5
qu'on,2,3,57,5
lui,2,3,57,5
amenât,2,3,57,5
là-bas,2,3,57,5
sa,2,3,57,5
petite,2,3,57,5
et,2,3,57,5
elle,2,3,57,5
la,2,3,57,5
faisait,2,3,57,5
téter,2,3,57,5
assise,2,3,57,5
un,2,3,57,5
instant,2,3,57,5
dans,2,3,57,5
le,2,3,57,5
charbon,2,3,57,5
La,2,3,58,1
mienne,2,3,58,1
je,2,3,58,1
ne,2,3,58,1
peux,2,3,58,1
pas,2,3,58,1
la,2,3,58,1
quitter,2,3,58,1
une,2,3,58,1
minute,2,3,58,1
elle,2,3,58,1
gueule,2,3,58,1
tout,2,3,58,1
de,2,3,58,1
suite,2,3,58,1
dit,2,3,58,1
la,2,3,58,1
Maheude,2,3,58,1
en,2,3,58,1
regardant,2,3,58,1
Estelle,2,3,58,1
qui,2,3,58,1
s'était,2,3,58,1
endormie,2,3,58,1
sur,2,3,58,1
ses,2,3,58,1
bras,2,3,58,1
Mais,2,3,59,1
elle,2,3,59,1
ne,2,3,59,1
réussit,2,3,59,1
point,2,3,59,1
à,2,3,59,1
éviter,2,3,59,1
la,2,3,59,1
mise,2,3,59,1
en,2,3,59,1
demeure,2,3,59,1
qu'elle,2,3,59,1
lisait,2,3,59,1
depuis,2,3,59,1
un,2,3,59,1
moment,2,3,59,1
dans,2,3,59,1
les,2,3,59,1
yeux,2,3,59,1
de,2,3,59,1
la,2,3,59,1
Levaque,2,3,59,1
Dis,2,3,60,1
donc,2,3,60,1
il,2,3,60,1
faudrait,2,3,60,1
pourtant,2,3,60,1
songer,2,3,60,1
à,2,3,60,1
en,2,3,60,1
finir,2,3,60,1
D'abord,2,3,61,1
les,2,3,61,1
deux,2,3,61,1
mères,2,3,61,1
sans,2,3,61,1
avoir,2,3,61,1
besoin,2,3,61,1
d'en,2,3,61,1
causer,2,3,61,1
étaient,2,3,61,1
tombées,2,3,61,1
d'accord,2,3,61,1
pour,2,3,61,1
ne,2,3,61,1
pas,2,3,61,1
conclure,2,3,61,1
le,2,3,61,1
mariage,2,3,61,1
Si,2,3,61,2
la,2,3,61,2
mère,2,3,61,2
de,2,3,61,2
Zacharie,2,3,61,2
voulait,2,3,61,2
toucher,2,3,61,2
le,2,3,61,2
plus,2,3,61,2
longtemps,2,3,61,2
possible,2,3,61,2
les,2,3,61,2
quinzaines,2,3,61,2
de,2,3,61,2
son,2,3,61,2
fils,2,3,61,2
la,2,3,61,2
mère,2,3,61,2
de,2,3,61,2
Philomène,2,3,61,2
s'emportait,2,3,61,2
à,2,3,61,2
l'idée,2,3,61,2
d'abandonner,2,3,61,2
celles,2,3,61,2
de,2,3,61,2
sa,2,3,61,2
fille,2,3,61,2
Rien,2,3,61,3
ne,2,3,61,3
pressait,2,3,61,3
la,2,3,61,3
seconde,2,3,61,3
avait,2,3,61,3
même,2,3,61,3
préféré,2,3,61,3
garder,2,3,61,3
le,2,3,61,3
petit,2,3,61,3
tant,2,3,61,3
qu'il,2,3,61,3
y,2,3,61,3
avait,2,3,61,3
eu,2,3,61,3
un,2,3,61,3
seul,2,3,61,3
enfant,2,3,61,3
mais,2,3,61,3
depuis,2,3,61,3
que,2,3,61,3
celui-ci,2,3,61,3
grandissant,2,3,61,3
mangeait,2,3,61,3
du,2,3,61,3
pain,2,3,61,3
et,2,3,61,3
qu'un,2,3,61,3
autre,2,3,61,3
était,2,3,61,3
venu,2,3,61,3
elle,2,3,61,3
se,2,3,61,3
trouvait,2,3,61,3
en,2,3,61,3
perte,2,3,61,3
elle,2,3,61,3
poussait,2,3,61,3
furieusement,2,3,61,3
au,2,3,61,3
mariage,2,3,61,3
en,2,3,61,3
femme,2,3,61,3
qui,2,3,61,3
n'entend,2,3,61,3
pas,2,3,61,3
y,2,3,61,3
mettre,2,3,61,3
du,2,3,61,3
sien,2,3,61,3
Zacharie,2,3,62,1
a,2,3,62,1
tiré,2,3,62,1
au,2,3,62,1
sort,2,3,62,1
continua-t-elle,2,3,62,1
plus,2,3,62,1
rien,2,3,62,1
n'arrête,2,3,62,1
Voyons,2,3,62,1
à,2,3,62,1
quand,2,3,62,1
Remettons,2,3,63,1
ça,2,3,63,1
aux,2,3,63,1
beaux,2,3,63,1
jours,2,3,63,1
répondit,2,3,63,1
la,2,3,63,1
Maheude,2,3,63,1
gênée,2,3,63,1
C'est,2,3,63,2
ennuyeux,2,3,63,2
ces,2,3,63,2
affaires,2,3,63,2
Comme,2,3,63,3
s'ils,2,3,63,3
n'auraient,2,3,63,3
pas,2,3,63,3
pu,2,3,63,3
attendre,2,3,63,3
d'être,2,3,63,3
mariés,2,3,63,3
pour,2,3,63,3
aller,2,3,63,3
ensemble,2,3,63,3
Parole,2,3,63,4
d'honneur,2,3,63,4
tiens,2,3,63,4
j'étranglerais,2,3,63,5
Catherine,2,3,63,5
si,2,3,63,5
j'apprenais,2,3,63,5
qu'elle,2,3,63,5
ait,2,3,63,5
fait,2,3,63,5
la,2,3,63,5
bêtise,2,3,63,5
La,2,3,64,1
Levaque,2,3,64,1
haussa,2,3,64,1
les,2,3,64,1
épaules,2,3,64,1
Laisse,2,3,65,1
donc,2,3,65,1
elle,2,3,65,1
y,2,3,65,1
passera,2,3,65,1
comme,2,3,65,1
les,2,3,65,1
autres,2,3,65,1
Bouteloup,2,3,66,1
avec,2,3,66,1
la,2,3,66,1
tranquillité,2,3,66,1
d'un,2,3,66,1
homme,2,3,66,1
qui,2,3,66,1
est,2,3,66,1
chez,2,3,66,1
lui,2,3,66,1
fouilla,2,3,66,1
le,2,3,66,1
buffet,2,3,66,1
cherchant,2,3,66,1
le,2,3,66,1
pain,2,3,66,1
Des,2,3,66,2
légumes,2,3,66,2
pour,2,3,66,2
la,2,3,66,2
soupe,2,3,66,2
de,2,3,66,2
Levaque,2,3,66,2
des,2,3,66,2
pommes,2,3,66,2
de,2,3,66,2
terre,2,3,66,2
et,2,3,66,2
des,2,3,66,2
poireaux,2,3,66,2
traînaient,2,3,66,2
sur,2,3,66,2
un,2,3,66,2
coin,2,3,66,2
de,2,3,66,2
la,2,3,66,2
table,2,3,66,2
à,2,3,66,2
moitié,2,3,66,2
pelurés,2,3,66,2
repris,2,3,66,2
et,2,3,66,2
abandonnés,2,3,66,2
dix,2,3,66,2
fois,2,3,66,2
au,2,3,66,2
milieu,2,3,66,2
des,2,3,66,2
continuels,2,3,66,2
commérages,2,3,66,2
La,2,3,66,3
femme,2,3,66,3
venait,2,3,66,3
cependant,2,3,66,3
de,2,3,66,3
s'y,2,3,66,3
remettre,2,3,66,3
lorsqu'elle,2,3,66,3
les,2,3,66,3
lâcha,2,3,66,3
de,2,3,66,3
nouveau,2,3,66,3
pour,2,3,66,3
se,2,3,66,3
planter,2,3,66,3
devant,2,3,66,3
la,2,3,66,3
fenêtre,2,3,66,3
Qu'est-ce,2,3,67,1
que,2,3,67,1
c'est,2,3,67,1
que,2,3,67,1
ça,2,3,67,1
Tiens,2,3,67,2
c'est,2,3,67,3
Mme,2,3,67,3
Hennebeau,2,3,67,3
avec,2,3,67,3
des,2,3,67,3
gens,2,3,67,3
Les,2,3,67,4
voilà,2,3,67,4
qui,2,3,67,4
entrent,2,3,67,4
chez,2,3,67,4
la,2,3,67,4
Pierronne,2,3,67,4
Du,2,3,68,1
coup,2,3,68,1
toutes,2,3,68,1
deux,2,3,68,1
retombèrent,2,3,68,1
sur,2,3,68,1
la,2,3,68,1
Pierronne,2,3,68,1
Oh,2,3,68,2
ça,2,3,68,3
ne,2,3,68,3
manquait,2,3,68,3
jamais,2,3,68,3
dès,2,3,68,3
que,2,3,68,3
la,2,3,68,3
Compagnie,2,3,68,3
faisait,2,3,68,3
visiter,2,3,68,3
le,2,3,68,3
coron,2,3,68,3
à,2,3,68,3
des,2,3,68,3
gens,2,3,68,3
on,2,3,68,3
les,2,3,68,3
conduisait,2,3,68,3
droit,2,3,68,3
chez,2,3,68,3
celle-là,2,3,68,3
parce,2,3,68,3
que,2,3,68,3
c'était,2,3,68,3
propre,2,3,68,3
Sans,2,3,68,4
doute,2,3,68,4
qu'on,2,3,68,4
ne,2,3,68,4
leur,2,3,68,4
racontait,2,3,68,4
pas,2,3,68,4
les,2,3,68,4
histoires,2,3,68,4
avec,2,3,68,4
le,2,3,68,4
maître,2,3,68,4
porion,2,3,68,4
On,2,3,68,5
peut,2,3,68,5
bien,2,3,68,5
être,2,3,68,5
propre,2,3,68,5
quand,2,3,68,5
on,2,3,68,5
a,2,3,68,5
des,2,3,68,5
amoureux,2,3,68,5
qui,2,3,68,5
gagnent,2,3,68,5
trois,2,3,68,5
mille,2,3,68,5
francs,2,3,68,5
logés,2,3,68,5
chauffés,2,3,68,5
sans,2,3,68,5
compter,2,3,68,5
les,2,3,68,5
cadeaux,2,3,68,5
Si,2,3,68,6
c'était,2,3,68,6
propre,2,3,68,6
dessus,2,3,68,6
ce,2,3,68,6
n'était,2,3,68,6
guère,2,3,68,6
propre,2,3,68,6
dessous,2,3,68,6
Et,2,3,68,7
tout,2,3,68,7
le,2,3,68,7
temps,2,3,68,7
que,2,3,68,7
les,2,3,68,7
visiteurs,2,3,68,7
restèrent,2,3,68,7
en,2,3,68,7
face,2,3,68,7
elles,2,3,68,7
en,2,3,68,7
dégoisèrent,2,3,68,7
Les,2,3,69,1
voilà,2,3,69,1
qui,2,3,69,1
sortent,2,3,69,1
dit,2,3,69,1
enfin,2,3,69,1
la,2,3,69,1
Levaque,2,3,69,1
Ils,2,3,69,2
font,2,3,69,2
le,2,3,69,2
tour,2,3,69,2
Regarde,2,3,69,2
donc,2,3,69,2
ma,2,3,69,2
chère,2,3,69,2
je,2,3,69,2
crois,2,3,69,2
qu'ils,2,3,69,2
vont,2,3,69,2
chez,2,3,69,2
toi,2,3,69,2
La,2,3,70,1
Maheude,2,3,70,1
fut,2,3,70,1
prise,2,3,70,1
de,2,3,70,1
peur,2,3,70,1
Qui,2,3,70,2
sait,2,3,70,2
si,2,3,70,2
Alzire,2,3,70,2
avait,2,3,70,2
donné,2,3,70,2
un,2,3,70,2
coup,2,3,70,2
d'éponge,2,3,70,2
à,2,3,70,2
la,2,3,70,2
table,2,3,70,2
Et,2,3,70,3
sa,2,3,70,3
soupe,2,3,70,3
à,2,3,70,3
elle,2,3,70,3
aussi,2,3,70,3
qui,2,3,70,3
n'était,2,3,70,3
pas,2,3,70,3
prête,2,3,70,3
Elle,2,3,70,4
balbutia,2,3,70,4
un,2,3,70,4
au,2,3,70,4
revoir,2,3,70,4
elle,2,3,70,4
se,2,3,70,4
sauva,2,3,70,4
filant,2,3,70,4
rentrant,2,3,70,4
sans,2,3,70,4
un,2,3,70,4
coup,2,3,70,4
d'oeil,2,3,70,4
de,2,3,70,4
côté,2,3,70,4
Mais,2,3,71,1
tout,2,3,71,1
reluisait,2,3,71,1
Alzire,2,3,71,2
très,2,3,71,2
sérieuse,2,3,71,2
un,2,3,71,2
torchon,2,3,71,2
devant,2,3,71,2
elle,2,3,71,2
s'était,2,3,71,2
mise,2,3,71,2
à,2,3,71,2
faire,2,3,71,2
la,2,3,71,2
soupe,2,3,71,2
en,2,3,71,2
voyant,2,3,71,2
que,2,3,71,2
sa,2,3,71,2
mère,2,3,71,2
ne,2,3,71,2
revenait,2,3,71,2
pas,2,3,71,2
Elle,2,3,71,3
avait,2,3,71,3
arraché,2,3,71,3
les,2,3,71,3
derniers,2,3,71,3
poireaux,2,3,71,3
du,2,3,71,3
jardin,2,3,71,3
cueilli,2,3,71,3
de,2,3,71,3
l'oseille,2,3,71,3
et,2,3,71,3
elle,2,3,71,3
nettoyait,2,3,71,3
précisément,2,3,71,3
les,2,3,71,3
légumes,2,3,71,3
pendant,2,3,71,3
que,2,3,71,3
sur,2,3,71,3
le,2,3,71,3
feu,2,3,71,3
dans,2,3,71,3
un,2,3,71,3
grand,2,3,71,3
chaudron,2,3,71,3
chauffait,2,3,71,3
l'eau,2,3,71,3
pour,2,3,71,3
le,2,3,71,3
bain,2,3,71,3
des,2,3,71,3
hommes,2,3,71,3
quand,2,3,71,3
ils,2,3,71,3
allaient,2,3,71,3
rentrer,2,3,71,3
Henry,2,3,71,4
et,2,3,71,4
Lénore,2,3,71,4
étaient,2,3,71,4
sages,2,3,71,4
par,2,3,71,4
hasard,2,3,71,4
très,2,3,71,4
occupés,2,3,71,4
à,2,3,71,4
déchirer,2,3,71,4
un,2,3,71,4
vieil,2,3,71,4
almanach,2,3,71,4
Le,2,3,71,5
père,2,3,71,5
Bonnemort,2,3,71,5
fumait,2,3,71,5
silencieusement,2,3,71,5
sa,2,3,71,5
pipe,2,3,71,5
Comme,2,3,72,1
la,2,3,72,1
Maheude,2,3,72,1
soufflait,2,3,72,1
Mme,2,3,72,1
Hennebeau,2,3,72,1
frappa,2,3,72,1
Vous,2,3,73,1
permettez,2,3,73,1
n'est-ce,2,3,73,1
pas,2,3,73,1
ma,2,3,73,2
brave,2,3,73,2
femme,2,3,73,2
Grande,2,3,74,1
blonde,2,3,74,1
un,2,3,74,1
peu,2,3,74,1
alourdie,2,3,74,1
dans,2,3,74,1
la,2,3,74,1
maturité,2,3,74,1
superbe,2,3,74,1
de,2,3,74,1
la,2,3,74,1
quarantaine,2,3,74,1
elle,2,3,74,1
souriait,2,3,74,1
avec,2,3,74,1
un,2,3,74,1
effort,2,3,74,1
d'affabilité,2,3,74,1
sans,2,3,74,1
laisser,2,3,74,1
trop,2,3,74,1
paraître,2,3,74,1
la,2,3,74,1
crainte,2,3,74,1
de,2,3,74,1
tacher,2,3,74,1
sa,2,3,74,1
toilette,2,3,74,1
de,2,3,74,1
soie,2,3,74,1
bronze,2,3,74,1
drapée,2,3,74,1
d'une,2,3,74,1
mante,2,3,74,1
de,2,3,74,1
velours,2,3,74,1
noir,2,3,74,1
Entrez,2,3,75,1
entrez,2,3,75,1
répétait-elle,2,3,75,1
à,2,3,75,1
ses,2,3,75,1
invités,2,3,75,1
Nous,2,3,75,2
ne,2,3,75,2
gênons,2,3,75,2
personne,2,3,75,2
Hein,2,3,75,2
est-ce,2,3,75,3
propre,2,3,75,3
encore,2,3,75,3
et,2,3,75,4
cette,2,3,75,4
brave,2,3,75,4
femme,2,3,75,4
a,2,3,75,4
sept,2,3,75,4
enfants,2,3,75,4
Tous,2,3,75,5
nos,2,3,75,5
ménages,2,3,75,5
sont,2,3,75,5
comme,2,3,75,5
ça,2,3,75,5
Je,2,3,75,5
vous,2,3,75,5
expliquais,2,3,75,5
que,2,3,75,5
la,2,3,75,5
Compagnie,2,3,75,5
leur,2,3,75,5
loue,2,3,75,5
la,2,3,75,5
maison,2,3,75,5
six,2,3,75,5
francs,2,3,75,5
par,2,3,75,5
mois,2,3,75,5
Une,2,3,75,6
grande,2,3,75,6
salle,2,3,75,6
au,2,3,75,6
rez-de-chaussée,2,3,75,6
deux,2,3,75,6
chambres,2,3,75,6
en,2,3,75,6
haut,2,3,75,6
une,2,3,75,6
cave,2,3,75,6
et,2,3,75,6
un,2,3,75,6
jardin,2,3,75,6
Le,2,3,76,1
monsieur,2,3,76,1
décoré,2,3,76,1
et,2,3,76,1
la,2,3,76,1
dame,2,3,76,1
en,2,3,76,1
manteau,2,3,76,1
de,2,3,76,1
fourrure,2,3,76,1
débarqués,2,3,76,1
le,2,3,76,1
matin,2,3,76,1
du,2,3,76,1
train,2,3,76,1
de,2,3,76,1
Paris,2,3,76,1
ouvraient,2,3,76,1
des,2,3,76,1
yeux,2,3,76,1
vagues,2,3,76,1
avaient,2,3,76,1
sur,2,3,76,1
la,2,3,76,1
face,2,3,76,1
l'ahurissement,2,3,76,1
de,2,3,76,1
ces,2,3,76,1
choses,2,3,76,1
brusques,2,3,76,1
qui,2,3,76,1
les,2,3,76,1
dépaysaient,2,3,76,1
Et,2,3,77,1
un,2,3,77,1
jardin,2,3,77,1
répéta,2,3,77,1
la,2,3,77,1
dame,2,3,77,1
Mais,2,3,77,2
on,2,3,77,2
y,2,3,77,2
vivrait,2,3,77,2
c'est,2,3,77,2
charmant,2,3,77,2
Nous,2,3,78,1
leur,2,3,78,1
donnons,2,3,78,1
du,2,3,78,1
charbon,2,3,78,1
plus,2,3,78,1
qu'ils,2,3,78,1
n'en,2,3,78,1
brûlent,2,3,78,1
continuait,2,3,78,1
Mme,2,3,78,1
Hennebeau,2,3,78,1
Un,2,3,78,2
médecin,2,3,78,2
les,2,3,78,2
visite,2,3,78,2
deux,2,3,78,2
fois,2,3,78,2
par,2,3,78,2
semaine,2,3,78,2
et,2,3,78,2
quand,2,3,78,2
ils,2,3,78,2
sont,2,3,78,2
vieux,2,3,78,2
ils,2,3,78,2
reçoivent,2,3,78,2
des,2,3,78,2
pensions,2,3,78,2
bien,2,3,78,2
qu'on,2,3,78,2
ne,2,3,78,2
fasse,2,3,78,2
aucune,2,3,78,2
retenue,2,3,78,2
sur,2,3,78,2
les,2,3,78,2
salaires,2,3,78,2
Une,2,3,79,1
Thébaïde,2,3,79,1
un,2,3,79,2
vrai,2,3,79,2
pays,2,3,79,2
de,2,3,79,2
Cocagne,2,3,79,2
murmura,2,3,79,3
le,2,3,79,3
monsieur,2,3,79,3
ravi,2,3,79,3
La,2,3,80,1
Maheude,2,3,80,1
s'était,2,3,80,1
précipitée,2,3,80,1
pour,2,3,80,1
offrir,2,3,80,1
des,2,3,80,1
chaises,2,3,80,1
Ces,2,3,80,2
dames,2,3,80,2
refusèrent,2,3,80,2
Déjà,2,3,80,3
Mme,2,3,80,3
Hennebeau,2,3,80,3
se,2,3,80,3
lassait,2,3,80,3
heureuse,2,3,80,3
un,2,3,80,3
instant,2,3,80,3
de,2,3,80,3
se,2,3,80,3
distraire,2,3,80,3
à,2,3,80,3
ce,2,3,80,3
rôle,2,3,80,3
de,2,3,80,3
montreur,2,3,80,3
de,2,3,80,3
bêtes,2,3,80,3
dans,2,3,80,3
l'ennui,2,3,80,3
de,2,3,80,3
son,2,3,80,3
exil,2,3,80,3
mais,2,3,80,3
tout,2,3,80,3
de,2,3,80,3
suite,2,3,80,3
répugnée,2,3,80,3
par,2,3,80,3
l'odeur,2,3,80,3
fade,2,3,80,3
de,2,3,80,3
misère,2,3,80,3
malgré,2,3,80,3
la,2,3,80,3
propreté,2,3,80,3
choisie,2,3,80,3
des,2,3,80,3
maisons,2,3,80,3
où,2,3,80,3
elle,2,3,80,3
se,2,3,80,3
risquait,2,3,80,3
Du,2,3,80,4
reste,2,3,80,4
elle,2,3,80,4
ne,2,3,80,4
répétait,2,3,80,4
que,2,3,80,4
des,2,3,80,4
bouts,2,3,80,4
de,2,3,80,4
phrase,2,3,80,4
entendus,2,3,80,4
sans,2,3,80,4
jamais,2,3,80,4
s'inquiéter,2,3,80,4
davantage,2,3,80,4
de,2,3,80,4
ce,2,3,80,4
peuple,2,3,80,4
d'ouvriers,2,3,80,4
besognant,2,3,80,4
et,2,3,80,4
souffrant,2,3,80,4
près,2,3,80,4
d'elle,2,3,80,4
Les,2,3,81,1
beaux,2,3,81,1
enfants,2,3,81,1
murmura,2,3,81,2
la,2,3,81,2
dame,2,3,81,2
qui,2,3,81,2
les,2,3,81,2
trouvait,2,3,81,2
affreux,2,3,81,2
avec,2,3,81,2
leurs,2,3,81,2
têtes,2,3,81,2
trop,2,3,81,2
grosses,2,3,81,2
embroussaillées,2,3,81,2
de,2,3,81,2
cheveux,2,3,81,2
couleur,2,3,81,2
de,2,3,81,2
paille,2,3,81,2
Et,2,3,82,1
la,2,3,82,1
Maheude,2,3,82,1
dut,2,3,82,1
dire,2,3,82,1
leur,2,3,82,1
âge,2,3,82,1
on,2,3,82,1
lui,2,3,82,1
adressa,2,3,82,1
aussi,2,3,82,1
des,2,3,82,1
questions,2,3,82,1
sur,2,3,82,1
Estelle,2,3,82,1
par,2,3,82,1
politesse,2,3,82,1
Respectueusement,2,3,82,2
le,2,3,82,2
père,2,3,82,2
Bonnemort,2,3,82,2
avait,2,3,82,2
retiré,2,3,82,2
sa,2,3,82,2
pipe,2,3,82,2
de,2,3,82,2
la,2,3,82,2
bouche,2,3,82,2
mais,2,3,82,2
il,2,3,82,2
n'en,2,3,82,2
restait,2,3,82,2
pas,2,3,82,2
moins,2,3,82,2
un,2,3,82,2
sujet,2,3,82,2
d'inquiétude,2,3,82,2
si,2,3,82,2
ravagé,2,3,82,2
par,2,3,82,2
ses,2,3,82,2
quarante,2,3,82,2
années,2,3,82,2
de,2,3,82,2
fond,2,3,82,2
les,2,3,82,2
jambes,2,3,82,2
raides,2,3,82,2
la,2,3,82,2
carcasse,2,3,82,2
démolie,2,3,82,2
la,2,3,82,2
face,2,3,82,2
terreuse,2,3,82,2
et,2,3,82,2
comme,2,3,82,2
un,2,3,82,2
violent,2,3,82,2
accès,2,3,82,2
de,2,3,82,2
toux,2,3,82,2
le,2,3,82,2
prenait,2,3,82,2
il,2,3,82,2
préféra,2,3,82,2
sortir,2,3,82,2
pour,2,3,82,2
cracher,2,3,82,2
dehors,2,3,82,2
dans,2,3,82,2
l'idée,2,3,82,2
que,2,3,82,2
son,2,3,82,2
crachat,2,3,82,2
noir,2,3,82,2
allait,2,3,82,2
gêner,2,3,82,2
le,2,3,82,2
monde,2,3,82,2
Alzire,2,3,83,1
eut,2,3,83,1
tout,2,3,83,1
le,2,3,83,1
succès,2,3,83,1
Quelle,2,3,83,2
jolie,2,3,83,2
petite,2,3,83,2
ménagère,2,3,83,2
avec,2,3,83,2
son,2,3,83,2
torchon,2,3,83,2
On,2,3,83,3
complimenta,2,3,83,3
la,2,3,83,3
mère,2,3,83,3
d'avoir,2,3,83,3
une,2,3,83,3
petite,2,3,83,3
fille,2,3,83,3
déjà,2,3,83,3
si,2,3,83,3
entendue,2,3,83,3
pour,2,3,83,3
son,2,3,83,3
âge,2,3,83,3
Et,2,3,83,4
personne,2,3,83,4
ne,2,3,83,4
parlait,2,3,83,4
de,2,3,83,4
la,2,3,83,4
bosse,2,3,83,4
des,2,3,83,4
regards,2,3,83,4
d'une,2,3,83,4
compassion,2,3,83,4
pleine,2,3,83,4
de,2,3,83,4
malaise,2,3,83,4
revenaient,2,3,83,4
toujours,2,3,83,4
vers,2,3,83,4
le,2,3,83,4
pauvre,2,3,83,4
être,2,3,83,4
infirme,2,3,83,4
Maintenant,2,3,84,1
conclut,2,3,84,1
Mme,2,3,84,1
Hennebeau,2,3,84,1
si,2,3,84,1
l'on,2,3,84,1
vous,2,3,84,1
interroge,2,3,84,1
sur,2,3,84,1
nos,2,3,84,1
corons,2,3,84,1
à,2,3,84,1
Paris,2,3,84,1
vous,2,3,84,1
pourrez,2,3,84,1
répondre,2,3,84,1
Jamais,2,3,84,1
plus,2,3,84,1
de,2,3,84,1
bruit,2,3,84,1
que,2,3,84,1
ça,2,3,84,1
moeurs,2,3,84,1
patriarcales,2,3,84,1
tous,2,3,84,1
heureux,2,3,84,1
et,2,3,84,1
bien,2,3,84,1
portants,2,3,84,1
comme,2,3,84,1
vous,2,3,84,1
voyez,2,3,84,1
un,2,3,84,1
endroit,2,3,84,1
où,2,3,84,1
vous,2,3,84,1
devriez,2,3,84,1
venir,2,3,84,1
vous,2,3,84,1
refaire,2,3,84,1
un,2,3,84,1
peu,2,3,84,1
à,2,3,84,1
cause,2,3,84,1
du,2,3,84,1
bon,2,3,84,1
air,2,3,84,1
et,2,3,84,1
de,2,3,84,1
la,2,3,84,1
tranquillité,2,3,84,1
C'est,2,3,85,1
merveilleux,2,3,85,1
merveilleux,2,3,85,1
cria,2,3,85,2
le,2,3,85,2
monsieur,2,3,85,2
dans,2,3,85,2
un,2,3,85,2
élan,2,3,85,2
final,2,3,85,2
d'enthousiasme,2,3,85,2
Ils,2,3,86,1
sortirent,2,3,86,1
de,2,3,86,1
l'air,2,3,86,1
enchanté,2,3,86,1
dont,2,3,86,1
on,2,3,86,1
sort,2,3,86,1
d'une,2,3,86,1
baraque,2,3,86,1
de,2,3,86,1
phénomènes,2,3,86,1
et,2,3,86,1
la,2,3,86,1
Maheude,2,3,86,1
qui,2,3,86,1
les,2,3,86,1
accompagnait,2,3,86,1
demeura,2,3,86,1
sur,2,3,86,1
le,2,3,86,1
seuil,2,3,86,1
pendant,2,3,86,1
qu'ils,2,3,86,1
repartaient,2,3,86,1
doucement,2,3,86,1
en,2,3,86,1
causant,2,3,86,1
très,2,3,86,1
haut,2,3,86,1
Les,2,3,86,2
rues,2,3,86,2
s'étaient,2,3,86,2
peuplées,2,3,86,2
ils,2,3,86,2
devaient,2,3,86,2
traverser,2,3,86,2
des,2,3,86,2
groupes,2,3,86,2
de,2,3,86,2
femmes,2,3,86,2
attirées,2,3,86,2
par,2,3,86,2
le,2,3,86,2
bruit,2,3,86,2
de,2,3,86,2
leur,2,3,86,2
visite,2,3,86,2
qu'elles,2,3,86,2
colportaient,2,3,86,2
de,2,3,86,2
maison,2,3,86,2
en,2,3,86,2
maison,2,3,86,2
Justement,2,3,87,1
devant,2,3,87,1
sa,2,3,87,1
porte,2,3,87,1
la,2,3,87,1
Levaque,2,3,87,1
avait,2,3,87,1
arrêté,2,3,87,1
la,2,3,87,1
Pierronne,2,3,87,1
accourue,2,3,87,1
en,2,3,87,1
curieuse,2,3,87,1
Toutes,2,3,87,2
deux,2,3,87,2
affectaient,2,3,87,2
une,2,3,87,2
surprise,2,3,87,2
mauvaise,2,3,87,2
Eh,2,3,87,3
bien,2,3,87,3
quoi,2,3,87,4
donc,2,3,87,4
ces,2,3,87,4
gens,2,3,87,4
voulaient,2,3,87,4
y,2,3,87,4
coucher,2,3,87,4
chez,2,3,87,4
les,2,3,87,4
Maheu,2,3,87,4
Ce,2,3,87,5
n'était,2,3,87,5
pourtant,2,3,87,5
pas,2,3,87,5
si,2,3,87,5
drôle,2,3,87,5
Toujours,2,3,88,1
sans,2,3,88,1
le,2,3,88,1
sou,2,3,88,1
avec,2,3,88,1
ce,2,3,88,1
qu'ils,2,3,88,1
gagnent,2,3,88,1
Dame,2,3,88,2
quand,2,3,88,3
on,2,3,88,3
a,2,3,88,3
des,2,3,88,3
vices,2,3,88,3
Je,2,3,89,1
viens,2,3,89,1
d'apprendre,2,3,89,1
qu'elle,2,3,89,1
est,2,3,89,1
allée,2,3,89,1
ce,2,3,89,1
matin,2,3,89,1
mendier,2,3,89,1
chez,2,3,89,1
les,2,3,89,1
bourgeois,2,3,89,1
de,2,3,89,1
la,2,3,89,1
Piolaine,2,3,89,1
et,2,3,89,1
Maigrat,2,3,89,1
qui,2,3,89,1
leur,2,3,89,1
avait,2,3,89,1
refusé,2,3,89,1
du,2,3,89,1
pain,2,3,89,1
lui,2,3,89,1
en,2,3,89,1
a,2,3,89,1
donné,2,3,89,1
On,2,3,89,1
sait,2,3,89,1
comment,2,3,89,1
il,2,3,89,1
se,2,3,89,1
paie,2,3,89,1
Maigrat,2,3,89,1
Sur,2,3,90,1
